0.056779,0.089850,0.087746,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088042,0.088032,0.088268,0.107417
0.013032,0.056640,0.059147,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059126,0.059168,0.058843,0.084002
0.009296,0.045164,0.052305,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051627,0.051685,0.051541,0.080371
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
0.011056,0.045806,0.052656,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052450,0.052527,0.052131,0.079880
